城市,年份,文本内容,economic_growth_goal
上海市,2016,"         
	上海市市长杨雄
	　　建设美丽宜居乡村。突出生态环境治理，完成150公里中小河道整治、2000公里中小河道疏浚，全面关闭不规范的畜禽养殖场，推进化肥、农药减量使用。将村卫生室与乡村医生全面纳入社区卫生服务体系。完成800户农村危旧房改造。完善农民集中居住政策，鼓励农民进镇进城居住。

	　　继续整建制创建国家现代农业示范区。鼓励发展种养结合、机农结合等多种类型家庭农场，新增245个家庭农场。加大对农业科技应用推广的支持力度。鼓励纯农地区发展休闲农业、乡村旅游。培养更多的新型职业农民。

	　　积极稳妥推进农村改革。基本完成村级集体经济组织产权制度改革，扩大镇级集体产权制度改革试点。开展集体建设用地使用权确权登记，建立集体建设用地跨村流转机制。推进农村综合帮扶，进一步完善“造血”机制。新增非农就业岗位10万个，多渠道促进农民增收。

	　　（七）全面推进文化软实力建设。以社会主义核心价值观为引领，提高文化供给能力和服务质量，加快建设国际文化大都市。

	　　提高城市文明程度和市民文明素质。深化中国梦、城市精神宣传教育，构建优秀传统文化传承体系，开展最美人物、最美家庭等评选活动。完善精神文明测评体系，开展讲文明、除陋习主题活动，实施市民修身行动计划，在全社会营造崇德向善的浓厚氛围。

	　　增强公共文化服务能力。规划建设上海博物馆东馆、上海图书馆东馆、大歌剧院，建成世博会博物馆、国际舞蹈中心等一批文化设施，建立健全文化设施运行管理机制。公共文化服务云整体上线运行。完善公益性演出补贴机制，推动社区文化活动中心全部实现社会化、专业化管理。

	　　加快文化产业发展。推动文化与科技、教育、金融等深度融合，提升网络视听、动漫游戏、创意设计等新兴产业能级，建设高端文化装备基地。支持影视、文学等版权交易平台建设，建成国际艺术品交易中心二期。

	　　推动文化创新和文艺创作。建设新型媒体集团，深化文艺院团改革。实施文艺、新闻、出版等文化人才培养计划，设立名家大师工作室。支持文艺工作者深入生活、扎根人民，实施文艺创作新品、优品、精品扶持计划，发展网络文艺，推出更多人民喜闻乐见的优秀作品。

	　　促进体育事业产业协调发展。推广全民健身，举办第二届市民运动会，实施青少年体育活动促进计划。办好国际滑联上海超级杯等重大赛事，支持上海体育健儿在第三十一届奥运会上取得好成绩。

	　　（八）以更大力度保护和改善生态环境。实行最严格的资源节约和环境保护制度，强化联防联控和区域共治，坚决以硬措施完成硬任务。

	　　实行能源和水资源消耗、建设用地等总量和强度双控行动。完成城市开发边界划示。全面推开城市有机更新，加快工业用地二次开发，低效建设用地减量7平方公里。完善碳排放交易机制。扩大装配式建筑应用规模。启动海绵城市建设试点，规划建设苏州河深层雨水调蓄隧道工程，建成中心城区4个区域排水系统。

	　　力争提前完成第六轮环保三年行动计划重点任务。深入实施清洁空气行动计划，全面完成60万千瓦及以上燃煤发电机组超低排放改造、挥发性有机物重点企业治理，出台新一轮新能源汽车推广政策，落实港口船舶减排措施，实施空气质量保障应急办法。全面实施水污染防治行动计划，启动28座污水处理厂提标改造。编制实施土壤污染防治行动计划。新增100万户生活垃圾分类减量“绿色账户”。深入推进金山地区环境综合整治。完成第一批重点区域环境综合治理，启动第二批17个地块综合治理。

	　　为市民提供更多绿色空间。加快建设崇明生态岛。

	　　建成外环生态专项50公顷。建设生态廊道，新建林地3.5万亩。新建绿地1200公顷、城市绿道200公里、立体绿化40万平方米。

	　　四、全面提高政府治理现代化水平

	　　过去一年，我们坚持依法行政、转变职能、改进作风，政府自身建设明显加强。进一步推进简政放权，制定发布市级行政权力清单和责任清单，取消行政审批事项160项，行政审批标准化管理覆盖到区县、街镇，完成行政审批相关的评估评审清理，取消评估评审152项。进一步完善管理体制，稳步推进闸北区、静安区“撤二建一”，调整城市建设管理机构职能，全面推行区县市场监管新体制，组建市和区县不动产登记机构。进一步提高行政效能，制定实施政府效能建设意见和目标管理办法，构建政府服务“单一窗口”制度框架，出台政府购买服务实施意见及配套政策。进一步推进依法行政，建立政府法律顾问制度，完善审计整改长效机制，全面公开市、区县、乡镇三级政府预决算报告报表、部门预决算和三公经费。进一步改进政府作风，认真开展“三严三实”专题教育，着力解决基层和群众反映集中的突出问题，强化厉行节约长效机制，勤政廉政建设继续加强。

	　　但是，政府自身建设中还存在一些不足。政府职能越位、缺位、错位的问题依然存在，还不能很好适应创新驱动发展、经济转型升级的新形势、新要求。运用法治思维和法治方式深化改革、推动发展、维护稳定的能力有待进一步提高。行政效率还不够高，工作推进落实不力、服务管理不到位等问题一定程度存在。政府作风建设有待加强，不担当、不作为、等靠要现象仍有发生，少数政府工作人员群众观点淡薄，极少数人甚至以权谋私、贪污腐败，严重损害政府形象和公信力。我们要始终保持清醒头脑，以有力举措整改问题，以扎实成效取信于民。

	　　加强政府自身建设，是做好今年工作的重要保障。我们要贯彻落实国家法治政府建设实施纲要，按照“两高、两少、两尊重”要求，持续推进简政放权、放管结合、优化服务，使市场在资源配置中起决定性作用和更好发挥政府作用。
